time,controller,q_error_rms,ee_error,torque_norm
1.900000,task_impedance,0.56807904,0.13880523,22.18529046
1.910000,task_impedance,0.57252248,0.13731064,21.64493727
1.920000,task_impedance,0.57697957,0.13582214,21.10134812
1.930000,task_impedance,0.58145202,0.13434324,20.55521761
1.940000,task_impedance,0.58594157,0.13287752,20.00725608
1.950000,task_impedance,0.59044996,0.13142859,19.45818887
1.960000,task_impedance,0.59497892,0.13000011,18.90875559
1.970000,task_impedance,0.59953020,0.12859576,18.35970961
1.980000,task_impedance,0.60410551,0.12721917,17.81181756
1.990000,task_impedance,0.60870657,0.12587399,17.26585904
2.000000,task_impedance,0.61333506,0.12456379,16.72262648
2.010000,task_impedance,0.61799265,0.12329205,16.18292509
2.020000,task_impedance,0.62268096,0.12206217,15.64757305
2.030000,task_impedance,0.62740159,0.12087739,15.11740188
2.040000,task_impedance,0.63215609,0.11974081,14.59325683
2.050000,task_impedance,0.63694595,0.11865532,14.07599763
2.060000,task_impedance,0.64177261,0.11762361,13.56649906
2.070000,task_impedance,0.64663746,0.11664811,13.06565187
2.080000,task_impedance,0.65154182,0.11573100,12.57436345
2.090000,task_impedance,0.65648692,0.11487414,12.09355837
2.100000,task_impedance,0.66147395,0.11407909,11.62417871
2.110000,task_impedance,0.66650399,0.11334705,11.16718385
2.120000,task_impedance,0.67157804,0.11267888,10.72354941
2.130000,task_impedance,0.67669702,0.11207507,10.29426513
2.140000,task_impedance,0.68186175,0.11153572,9.88033133
2.150000,task_impedance,0.68707296,0.11106057,9.48275312
2.160000,task_impedance,0.69233126,0.11064894,9.10253234
2.170000,task_impedance,0.69763716,0.11029980,8.74065625
2.180000,task_impedance,0.70299108,0.11001174,8.39808255
2.190000,task_impedance,0.70839332,0.10978297,8.07572035
2.200000,task_impedance,0.71384404,0.10961140,7.77440684
2.210000,task_impedance,0.71934334,0.10949457,7.49487988
2.220000,task_impedance,0.72489114,0.10942976,7.23774693
2.230000,task_impedance,0.73048729,0.10941395,7.00345226
2.240000,task_impedance,0.73613150,0.10944391,6.79224397
2.250000,task_impedance,0.74182337,0.10951618,6.60414396
2.260000,task_impedance,0.74756235,0.10962712,6.43892410
2.270000,task_impedance,0.75334781,0.10977295,6.29609173
2.280000,task_impedance,0.75917897,0.10994979,6.17488747
2.290000,task_impedance,0.76505496,0.11015368,6.07429700
2.300000,task_impedance,0.77097476,0.11038060,5.99307727
2.310000,task_impedance,0.77693724,0.11062655,5.92979551
2.320000,task_impedance,0.78294118,0.11088753,5.88287861
2.330000,task_impedance,0.78898523,0.11115961,5.85066898
2.340000,task_impedance,0.79506791,0.11143892,5.83148271
2.350000,task_impedance,0.80118767,0.11172173,5.82366646
2.360000,task_impedance,0.80734282,0.11200443,5.82564984
2.370000,task_impedance,0.81353159,0.11228359,5.83599130
2.380000,task_impedance,0.81975210,0.11255595,5.85341634
2.390000,task_impedance,0.82600237,0.11281848,5.87684795
2.400000,task_impedance,0.83228033,0.11306838,5.90542929
