time,q1,q2,q3,q4,q5,q6,qd1,qd2,qd3,qd4,qd5,qd6,qdd1,qdd2,qdd3,qdd4,qdd5,qdd6
3.175000,-0.370727,-1.197339,1.589355,-1.107984,1.292016,-0.665405,0.357637,0.032512,-0.130050,-0.097537,-0.097538,0.422662,2.618000,0.238000,-0.952000,-0.714000,-0.714000,3.094000
3.200000,-0.360957,-1.196451,1.585802,-1.110648,1.289352,-0.653858,0.424383,0.038580,-0.154321,-0.115741,-0.115741,0.501543,2.716049,0.246914,-0.987654,-0.740741,-0.740741,3.209877
3.225000,-0.349491,-1.195408,1.581633,-1.113775,1.286225,-0.640307,0.493168,0.044833,-0.179334,-0.134500,-0.134500,0.582835,2.781506,0.252864,-1.011457,-0.758593,-0.758593,3.287235
3.250000,-0.336288,-1.194208,1.576832,-1.117376,1.282624,-0.624704,0.563200,0.051200,-0.204800,-0.153600,-0.153600,0.665600,2.816000,0.256000,-1.024000,-0.768000,-0.768000,3.328000
3.275000,-0.321327,-1.192848,1.571392,-1.121456,1.278544,-0.607022,0.633724,0.057611,-0.230445,-0.172834,-0.172834,0.748946,2.821160,0.256469,-1.025877,-0.769407,-0.769407,3.334099
3.300000,-0.304604,-1.191328,1.565310,-1.126017,1.273983,-0.587259,0.704027,0.064002,-0.256010,-0.192007,-0.192007,0.832032,2.798617,0.254420,-1.017679,-0.763259,-0.763259,3.307457
3.325000,-0.286133,-1.189648,1.558594,-1.131055,1.268945,-0.565430,0.773437,0.070312,-0.281250,-0.210937,-0.210938,0.914062,2.750000,0.250000,-1.000000,-0.750000,-0.750000,3.250000
3.350000,-0.265944,-1.187813,1.551253,-1.136561,1.263439,-0.541571,0.841323,0.076484,-0.305936,-0.229452,-0.229452,0.994291,2.676938,0.243358,-0.973432,-0.730074,-0.730074,3.163654
3.375000,-0.244084,-1.185826,1.543303,-1.142522,1.257478,-0.515736,0.907094,0.082463,-0.329852,-0.247389,-0.247389,1.072021,2.581062,0.234642,-0.938568,-0.703926,-0.703926,3.050346
3.400000,-0.220612,-1.183692,1.534768,-1.148924,1.251076,-0.487996,0.970200,0.088200,-0.352800,-0.264600,-0.264600,1.146600,2.464000,0.224000,-0.896000,-0.672000,-0.672000,2.912000
3.425000,-0.195601,-1.181418,1.525673,-1.155745,1.244255,-0.458437,1.030131,0.093648,-0.374593,-0.280945,-0.280945,1.217428,2.327383,0.211580,-0.846321,-0.634741,-0.634741,2.750543
3.450000,-0.169136,-1.179012,1.516049,-1.162963,1.237037,-0.427160,1.086420,0.098765,-0.395062,-0.296296,-0.296296,1.283951,2.172840,0.197531,-0.790123,-0.592593,-0.592593,2.567901
3.475000,-0.141314,-1.176483,1.505932,-1.170551,1.229449,-0.394280,1.138637,0.103512,-0.414050,-0.310537,-0.310537,1.345662,2.002000,0.182000,-0.728000,-0.546000,-0.546000,2.366000
3.500000,-0.112241,-1.173840,1.495360,-1.178480,1.221520,-0.359921,1.186398,0.107854,-0.431417,-0.323563,-0.323563,1.402106,1.816494,0.165136,-0.660543,-0.495407,-0.495407,2.146765
3.525000,-0.082034,-1.171094,1.484376,-1.186718,1.213282,-0.324222,1.229354,0.111759,-0.447038,-0.335278,-0.335278,1.452872,1.617951,0.147086,-0.588346,-0.441259,-0.441259,1.912123
3.550000,-0.050816,-1.168256,1.473024,-1.195232,1.204768,-0.287328,1.267200,0.115200,-0.460800,-0.345600,-0.345600,1.497600,1.408000,0.128000,-0.512000,-0.384000,-0.384000,1.664000
3.575000,-0.018719,-1.165338,1.461352,-1.203986,1.196014,-0.249395,1.299672,0.118152,-0.472608,-0.354456,-0.354456,1.535976,1.188272,0.108025,-0.432099,-0.324074,-0.324074,1.404321
3.600000,0.014121,-1.162353,1.449411,-1.212942,1.187058,-0.210584,1.326546,0.120595,-0.482380,-0.361785,-0.361785,1.567736,0.960395,0.087309,-0.349235,-0.261926,-0.261926,1.135012
3.625000,0.047560,-1.159313,1.437251,-1.222062,1.177938,-0.171065,1.347638,0.122512,-0.490050,-0.367537,-0.367538,1.592662,0.726000,0.066000,-0.264000,-0.198000,-0.198000,0.858000
3.650000,0.081453,-1.156232,1.424926,-1.231305,1.168695,-0.131010,1.362805,0.123891,-0.495565,-0.371674,-0.371674,1.610588,0.486716,0.044247,-0.176988,-0.132741,-0.132741,0.575210
3.675000,0.115650,-1.153123,1.412491,-1.240632,1.159368,-0.090595,1.371946,0.124722,-0.498890,-0.374167,-0.374167,1.621391,0.244173,0.022198,-0.088790,-0.066593,-0.066593,0.288568
3.700000,0.150000,-1.150000,1.400000,-1.250000,1.150000,-0.050000,1.375000,0.125000,-0.500000,-0.375000,-0.375000,1.625000,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000
3.725000,0.184350,-1.146877,1.387509,-1.259368,1.140632,-0.009405,1.371946,0.124722,-0.498890,-0.374167,-0.374167,1.621391,-0.244173,-0.022198,0.088790,0.066593,0.066593,-0.288568
3.750000,0.218547,-1.143768,1.375074,-1.268695,1.131305,0.031010,1.362805,0.123891,-0.495565,-0.371674,-0.371674,1.610588,-0.486716,-0.044247,0.176988,0.132741,0.132741,-0.575210
3.775000,0.252440,-1.140687,1.362749,-1.277938,1.122062,0.071065,1.347637,0.122512,-0.490050,-0.367537,-0.367537,1.592662,-0.726000,-0.066000,0.264000,0.198000,0.198000,-0.858000
3.800000,0.285879,-1.137647,1.350589,-1.287058,1.112942,0.110584,1.326546,0.120595,-0.482380,-0.361785,-0.361785,1.567736,-0.960395,-0.087309,0.349235,0.261926,0.261926,-1.135012
3.825000,0.318719,-1.134662,1.338648,-1.296014,1.103986,0.149395,1.299672,0.118152,-0.472608,-0.354456,-0.354456,1.535976,-1.188272,-0.108025,0.432099,0.324074,0.324074,-1.404321
3.850000,0.350816,-1.131744,1.326976,-1.304768,1.095232,0.187328,1.267200,0.115200,-0.460800,-0.345600,-0.345600,1.497600,-1.408000,-0.128000,0.512000,0.384000,0.384000,-1.664000
3.875000,0.382034,-1.128906,1.315624,-1.313282,1.086718,0.224222,1.229354,0.111759,-0.447038,-0.335278,-0.335278,1.452872,-1.617951,-0.147086,0.588346,0.441259,0.441259,-1.912123
3.900000,0.412241,-1.126160,1.304640,-1.321520,1.078480,0.259921,1.186398,0.107854,-0.431417,-0.323563,-0.323563,1.402106,-1.816494,-0.165136,0.660543,0.495407,0.495407,-2.146765
3.925000,0.441314,-1.123517,1.294068,-1.329449,1.070551,0.294280,1.138637,0.103512,-0.414050,-0.310537,-0.310537,1.345663,-2.002000,-0.182000,0.728000,0.546000,0.546000,-2.366000
3.950000,0.469136,-1.120988,1.283951,-1.337037,1.062963,0.327160,1.086420,0.098765,-0.395062,-0.296296,-0.296296,1.283951,-2.172840,-0.197531,0.790123,0.592593,0.592593,-2.567901
3.975000,0.495601,-1.118582,1.274327,-1.344255,1.055745,0.358437,1.030131,0.093648,-0.374593,-0.280945,-0.280945,1.217428,-2.327383,-0.211580,0.846321,0.634741,0.634741,-2.750543
4.000000,0.520612,-1.116308,1.265232,-1.351076,1.048924,0.387996,0.970200,0.088200,-0.352800,-0.264600,-0.264600,1.146600,-2.464000,-0.224000,0.896000,0.672000,0.672000,-2.912000
4.025000,0.544084,-1.114174,1.256697,-1.357478,1.042522,0.415736,0.907094,0.082463,-0.329852,-0.247389,-0.247389,1.072021,-2.581062,-0.234642,0.938568,0.703926,0.703926,-3.050346
4.050000,0.565944,-1.112187,1.248747,-1.363439,1.036561,0.441571,0.841323,0.076484,-0.305936,-0.229452,-0.229452,0.994291,-2.676938,-0.243358,0.973432,0.730074,0.730074,-3.163654
4.075000,0.586133,-1.110352,1.241406,-1.368945,1.031055,0.465430,0.773437,0.070312,-0.281250,-0.210937,-0.210937,0.914063,-2.750000,-0.250000,1.000000,0.750000,0.750000,-3.250000
4.100000,0.604604,-1.108672,1.234690,-1.373983,1.026017,0.487259,0.704027,0.064002,-0.256010,-0.192007,-0.192007,0.832032,-2.798617,-0.254420,1.017679,0.763259,0.763259,-3.307457
4.125000,0.621327,-1.107152,1.228608,-1.378544,1.021456,0.507022,0.633724,0.057611,-0.230445,-0.172834,-0.172834,0.748946,-2.821160,-0.256469,1.025877,0.769407,0.769407,-3.334099
4.150000,0.636288,-1.105792,1.223168,-1.382624,1.017376,0.524704,0.563200,0.051200,-0.204800,-0.153600,-0.153600,0.665600,-2.816000,-0.256000,1.024000,0.768000,0.768000,-3.328000
4.175000,0.649491,-1.104592,1.218367,-1.386225,1.013775,0.540307,0.493168,0.044833,-0.179334,-0.134500,-0.134500,0.582835,-2.781506,-0.252864,1.011457,0.758593,0.758593,-3.287235
4.200000,0.660957,-1.103549,1.214198,-1.389352,1.010648,0.553858,0.424383,0.038580,-0.154321,-0.115741,-0.115741,0.501543,-2.716049,-0.246914,0.987654,0.740741,0.740741,-3.209877
4.225000,0.670727,-1.102661,1.210645,-1.392016,1.007984,0.565405,0.357638,0.032513,-0.130050,-0.097537,-0.097537,0.422663,-2.618000,-0.238000,0.952000,0.714000,0.714000,-3.094000
4.250000,0.678863,-1.101922,1.207686,-1.394235,1.005765,0.575019,0.293768,0.026706,-0.106825,-0.080119,-0.080119,0.347180,-2.485728,-0.225975,0.903901,0.677926,0.677926,-2.937679
4.275000,0.685447,-1.101323,1.205292,-1.396031,1.003969,0.582801,0.233650,0.021241,-0.084964,-0.063723,-0.063723,0.276132,-2.317605,-0.210691,0.842765,0.632074,0.632074,-2.738988
4.300000,0.690584,-1.100856,1.203424,-1.397432,1.002568,0.588872,0.178200,0.016200,-0.064800,-0.048600,-0.048600,0.210600,-2.112000,-0.192000,0.768000,0.576000,0.576000,-2.496000
4.325000,0.694403,-1.100509,1.202035,-1.398474,1.001526,0.593386,0.128376,0.011671,-0.046682,-0.035012,-0.035012,0.151717,-1.867284,-0.169753,0.679012,0.509259,0.509259,-2.206790
4.350000,0.697058,-1.100267,1.201070,-1.399198,1.000802,0.596523,0.085175,0.007743,-0.030973,-0.023230,-0.023230,0.100662,-1.581827,-0.143802,0.575210,0.431407,0.431407,-1.869432
4.375000,0.698726,-1.100116,1.200463,-1.399653,1.000347,0.598494,0.049638,0.004513,-0.018050,-0.013537,-0.013537,0.058663,-1.254000,-0.114000,0.456000,0.342000,0.342000,-1.482000
4.400000,0.699613,-1.100035,1.200141,-1.399894,1.000106,0.599542,0.022842,0.002077,-0.008306,-0.006230,-0.006230,0.026995,-0.882173,-0.080198,0.320790,0.240593,0.240593,-1.042568
4.425000,0.699950,-1.100005,1.200018,-1.399986,1.000014,0.599941,0.005909,0.000537,-0.002149,-0.001612,-0.001612,0.006983,-0.464716,-0.042247,0.168988,0.126741,0.126741,-0.549210
5.925000,0.700000,-1.100000,1.200000,-1.400000,1.000000,0.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
