time,controller,q_error_rms,ee_error,torque_norm
1.060000,osc,0.21576829,0.06837574,38.85571616
1.070000,osc,0.22041462,0.06892786,38.91306417
1.080000,osc,0.22509324,0.06946384,38.96305974
1.090000,osc,0.22980335,0.06998342,39.00547969
1.100000,osc,0.23454418,0.07048635,39.04010870
1.110000,osc,0.23931497,0.07097239,39.06674006
1.120000,osc,0.24411496,0.07144130,39.08517637
1.130000,osc,0.24894341,0.07189285,39.09523044
1.140000,osc,0.25379960,0.07232681,39.09672603
1.150000,osc,0.25868281,0.07274298,39.08949872
1.160000,osc,0.26359234,0.07314115,39.07339680
1.170000,osc,0.26852749,0.07352112,39.04828226
1.180000,osc,0.27348759,0.07388269,39.01403165
1.190000,osc,0.27847195,0.07422570,38.97053732
1.200000,osc,0.28347993,0.07454996,38.91770843
1.210000,osc,0.28851086,0.07485532,38.85547229
1.220000,osc,0.29356409,0.07514161,38.78377574
1.230000,osc,0.29863898,0.07540871,38.70258664
1.240000,osc,0.30373489,0.07565647,38.61189566
1.250000,osc,0.30885118,0.07588478,38.51171814
1.260000,osc,0.31398719,0.07609351,38.40209623
1.270000,osc,0.31914228,0.07628258,38.28310134
1.280000,osc,0.32431579,0.07645187,38.15483681
1.290000,osc,0.32950704,0.07660132,38.01744089
1.300000,osc,0.33471534,0.07673085,37.87109006
1.310000,osc,0.33993997,0.07684041,37.71600268
1.320000,osc,0.34518019,0.07692994,37.55244286
1.330000,osc,0.35043522,0.07699940,37.38072475
1.340000,osc,0.35570424,0.07704877,37.20121681
1.350000,osc,0.36098641,0.07707803,37.01434633
1.360000,osc,0.36628078,0.07708716,36.82060381
1.370000,osc,0.37158639,0.07707617,36.62054700
1.380000,osc,0.37690220,0.07704507,36.41480432
1.390000,osc,0.38222706,0.07699388,36.20407740
1.400000,osc,0.38755978,0.07692261,35.98914203
1.410000,osc,0.39289905,0.07683130,35.77084715
1.420000,osc,0.39824344,0.07671999,35.55011119
1.430000,osc,0.40359145,0.07658870,35.32791487
1.440000,osc,0.40894142,0.07643748,35.10528990
1.450000,osc,0.41429156,0.07626636,34.88330246
1.460000,osc,0.41963998,0.07607539,34.66303100
1.470000,osc,0.42498459,0.07586460,34.44553732
1.480000,osc,0.43032319,0.07563400,34.23183084
1.490000,osc,0.43565339,0.07538362,34.02282558
1.500000,osc,0.44097267,0.07511346,33.81929047
1.510000,osc,0.44627833,0.07482350,33.62179361
1.520000,osc,0.45156752,0.07451371,33.43064250
1.530000,osc,0.45683721,0.07418403,33.24582212
1.540000,osc,0.46208424,0.07383438,33.06693451
1.550000,osc,0.46730532,0.07346465,32.89314343
1.560000,osc,0.47249701,0.07307470,32.72312882
1.570000,osc,0.47765577,0.07266435,32.55505581
1.580000,osc,0.48277799,0.07223338,32.38656304
1.590000,osc,0.48785997,0.07178155,32.21477511
1.600000,osc,0.49289800,0.07130856,32.03634259
1.610000,osc,0.49788837,0.07081408,31.84751255
1.620000,osc,0.50282740,0.07029776,31.64423089
1.630000,osc,0.50771149,0.06975918,31.42227623
1.640000,osc,0.51253717,0.06919793,31.17742368
1.650000,osc,0.51730113,0.06861355,30.90563526
1.660000,osc,0.52200028,0.06800558,30.60327249
1.670000,osc,0.52663178,0.06737354,30.26732535
1.680000,osc,0.53119311,0.06671697,29.89565152
1.690000,osc,0.53568208,0.06603540,29.48721861
1.700000,osc,0.54009691,0.06532843,29.04234168
1.710000,osc,0.54443625,0.06459566,28.56290777
1.720000,osc,0.54869919,0.06383678,28.05257762
1.730000,osc,0.55288535,0.06305153,27.51695318
1.740000,osc,0.55699483,0.06223975,26.96369604
1.750000,osc,0.56102830,0.06140137,26.40257812
1.760000,osc,0.56498696,0.06053644,25.84544014
1.770000,osc,0.56887254,0.05964514,25.30602806
1.780000,osc,0.57268734,0.05872777,24.79967386
1.790000,osc,0.57643418,0.05778478,24.34278851
1.800000,osc,0.58011640,0.05681676,23.95214749
1.810000,osc,0.58373784,0.05582446,23.64397594
1.820000,osc,0.58730278,0.05480877,23.43288455
1.830000,osc,0.59081595,0.05377074,23.33076066
1.840000,osc,0.59428245,0.05271154,23.34576501
1.850000,osc,0.59770774,0.05163249,23.48160126
1.860000,osc,0.60109758,0.05053505,23.73719310
1.870000,osc,0.60445797,0.04942075,24.10682639
1.880000,osc,0.60779513,0.04829127,24.58071551
1.890000,osc,0.61111541,0.04714835,25.14587073
1.900000,osc,0.61442529,0.04599380,25.78710548
1.910000,osc,0.61773129,0.04482949,26.48803190
1.920000,osc,0.62103993,0.04365734,27.23193586
1.930000,osc,0.62435772,0.04247929,28.00247496
1.940000,osc,0.62769105,0.04129727,28.78418768
1.950000,osc,0.63104621,0.04011322,29.56283099
1.960000,osc,0.63442935,0.03892905,30.32557739
1.970000,osc,0.63784638,0.03774664,31.06110551
1.980000,osc,0.64130301,0.03656780,31.75961480
1.990000,osc,0.64480470,0.03539432,32.41278919
2.000000,osc,0.64835662,0.03422789,33.01372819
2.010000,osc,0.65196364,0.03307013,33.55685915
2.020000,osc,0.65563030,0.03192257,34.03783939
2.030000,osc,0.65936083,0.03078666,34.45345476
2.040000,osc,0.66315909,0.02966375,34.80151817
2.050000,osc,0.66702859,0.02855509,35.08077095
2.060000,osc,0.67097246,0.02746185,35.29078817
2.070000,osc,0.67499350,0.02638508,35.43188904
2.080000,osc,0.67909409,0.02532573,35.50505259
2.090000,osc,0.68327627,0.02428468,35.51183897
2.100000,osc,0.68754171,0.02326270,35.45431618
2.110000,osc,0.69189171,0.02226049,35.33499221
2.120000,osc,0.69632721,0.02127864,35.15675216
2.130000,osc,0.70084880,0.02031768,34.92280035
2.140000,osc,0.70545674,0.01937809,34.63660693
2.150000,osc,0.71015093,0.01846025,34.30185843
2.160000,osc,0.71493099,0.01756451,33.92241258
